id,key,value,type
39172538,oneway,yes,regular
39172560,highway,residential,regular
39172560,name,Jalan Wana Segara,regular
39172797,highway,secondary,regular
39172797,history,Retrieved from v3,regular
39172797,is_in,"Kuta,South Bali,Bali,Indonesia",regular
39172797,oneway,yes,regular
39172835,highway,secondary,regular
39172835,is_in,"Kuta,South Bali,Bali,Indonesia",regular
39172835,name,Jalan Pantai Kuta,regular
39172835,oneway,yes,regular
39172877,highway,tertiary,regular
39172877,name,Jalan Raya Pemogan,regular
39314689,highway,tertiary,regular
39314689,is_in,"North Bali,Bali,Indonesia",regular
39314705,highway,secondary,regular
39314705,is_in,"North Bali,Bali,Indonesia",regular
39314723,highway,unclassified,regular
39314750,highway,unclassified,regular
39314757,highway,unclassified,regular
39351068,highway,unclassified,regular
39351068,surface,asphalt,regular
39531413,highway,unclassified,regular
39531445,highway,unclassified,regular
39531637,highway,tertiary,regular
39531637,lanes,2,regular
39531637,name,Jalan Kebo Iwa,regular
39531637,oneway,no,regular
39531637,surface,asphalt,regular
39613035,highway,unclassified,regular
39613042,highway,tertiary,regular
39613046,highway,unclassified,regular
39632202,highway,secondary,regular
39632202,surface,asphalt,regular
39632433,highway,unclassified,regular
39632441,highway,unclassified,regular
39633832,highway,residential,regular
39633832,smoothness,good,regular
39633832,surface,asphalt,regular
39633885,postcode,80361,addr
39633885,street,Jalan Umalas,addr
39633885,highway,unclassified,regular
39633885,name,Jl. Umalas I,regular
39633885,surface,asphalt,regular
39633892,highway,unclassified,regular
39633957,highway,unclassified,regular
39634087,highway,residential,regular
39634088,highway,unclassified,regular
39634183,highway,unclassified,regular
39634215,highway,unclassified,regular
39634422,highway,unclassified,regular
39634423,highway,unclassified,regular
40789454,highway,tertiary,regular
40789454,name,Jalan Gemitir,regular
41815343,route,ferry,regular
41815660,highway,tertiary,regular
41815660,is_in,"North Bali,Bali,Indonesia",regular
41815660,smoothness,good,regular
41815660,surface,asphalt,regular
41816205,highway,tertiary,regular
41816205,is_in,"North Bali,Bali,Indonesia",regular
41816236,highway,tertiary,regular
42026199,highway,residential,regular
42026607,highway,residential,regular
42026607,name,Jalan Sulatri 2,regular
42026889,highway,residential,regular
42026889,name,Noja 2,regular
42027282,highway,residential,regular
42027282,name,Jalan Surabi,regular
42027323,highway,residential,regular
42027323,name,Jalan Turi,regular
42027341,highway,residential,regular
42027341,name,Jalan Tulip,regular
42027351,highway,residential,regular
42027351,name,Jalan Subita,regular
42027467,highway,unclassified,regular
42027471,highway,residential,regular
42027471,name,Meduri,regular
42027506,highway,residential,regular
42027524,highway,residential,regular
42027580,highway,residential,regular
42027580,name,Jalan Kroya,regular
42027598,highway,residential,regular
42027598,name,Jalan Kembang Matahari,regular
42027722,highway,residential,regular
42027722,name,Katrangan,regular
42027786,highway,residential,regular
42027786,name,Nusa Indah,regular
42027789,highway,residential,regular
42027789,name,Jalan Pucuk,regular
42027789,oneway,no,regular
42027883,highway,unclassified,regular
42027892,highway,residential,regular
42027892,name,Jalan Akasia,regular
42027965,highway,residential,regular
42027965,name,Jalan Anyelir,regular
42028077,highway,residential,regular
42028077,name,Jalan Dewi Madri,regular
42028077,oneway,no,regular
42028077,surface,asphalt,regular
42028175,highway,residential,regular
42028175,name,Jalan Pandu,regular
42028175,surface,asphalt,regular
42028208,highway,residential,regular
42028208,source,Bing,regular
42028420,highway,secondary,regular
42028420,name,Jl. Suli,regular
42028461,highway,tertiary,regular
42028461,name,Jalan Sari Gading,regular
42028462,highway,residential,regular
42028462,name,Jalan Gatot Subroto 6/A,regular
42028462,oneway,no,regular
42028567,highway,residential,regular
42028567,name,Jalan Gatot Subroto 2A,regular
42028626,highway,residential,regular
42028626,name,Jalan Gatot Subroto 6/K,regular
42028626,surface,asphalt,regular
42028699,highway,residential,regular
42028699,surface,asphalt,regular
42028703,highway,unclassified,regular
42028794,description,Streets with a lot of fabric stores,regular
42028794,highway,tertiary,regular
42028794,name,Jalan Sulawesi,regular
42028794,oneway,yes,regular
42028852,highway,secondary,regular
42028852,name,Jalan Ahmad Yani,regular
42028852,oneway,yes,regular
42028852,surface,asphalt,regular
42028886,highway,tertiary,regular
42028886,name,Jalan Maruti,regular
42028886,oneway,yes,regular
42029326,highway,tertiary,regular
42029326,name,Jalan Abimayu,regular
42029326,oneway,yes,regular
42029327,highway,tertiary,regular
42029327,name,Jalan Nakula,regular
42029327,oneway,yes,regular
42029345,highway,tertiary,regular
42029345,name,Jalan Gatot Kaca,regular
42029345,oneway,yes,regular
42029499,highway,tertiary,regular
42029499,horse,yes,regular
42029499,lanes,2,regular
42029499,maxspeed,30,regular
42029499,name,Jalan Gambuh,regular
42029499,oneway,no,regular
42029499,surface,asphalt,regular
42029501,highway,tertiary,regular
42029515,highway,tertiary,regular
42029515,name,Jalan Sahadewa,regular
42029515,oneway,yes,regular
42029569,highway,primary,regular
42029569,name,Setiabudi,regular
42029569,oneway,yes,regular
42029579,highway,tertiary,regular
42029579,lanes,2,regular
42029579,maxspeed,30,regular
42029579,name,Sri Rama,regular
42029579,oneway,yes,regular
42029579,surface,asphalt,regular
42029604,highway,residential,regular
42029604,name,Kresna,regular
42029604,oneway,yes,regular
42029611,highway,residential,regular
42029611,name,Karna,regular
42029611,oneway,yes,regular
42029998,highway,residential,regular
42029998,name,Jalan Letda Jaya,regular
42030015,highway,tertiary,regular
42030015,name,Jalan Kartini,regular
42030015,oneway,yes,regular
42030038,bicycle,yes,regular
42030038,foot,yes,regular
42030038,highway,tertiary,regular
42030038,horse,yes,regular
42030038,lanes,2,regular
42030038,motor_vehicle,designated,regular
42030038,name,Mayor Wisnu,regular
42030038,oneway,yes,regular
42030038,surface,paved,regular
42030072,highway,residential,regular
42030072,name,Debes,regular
42030270,highway,residential,regular
42030270,name,Jalan Gunung Krakatau,regular
42030321,highway,residential,regular
42030321,oneway,no,regular
42030335,highway,residential,regular
42030335,name,Jalan Gunung Batur,regular
42030341,highway,residential,regular
42030341,name,Jalan Gunung Batur II,regular
42030341,oneway,no,regular
42030560,leisure,stadium,regular
42030560,name,Stadion Kompiang Sujana,regular
42030560,en,Kompiang Sujana Stadium,name
42030560,sport,soccer,regular
42030697,highway,trunk,regular
42030697,name,Jalan H.O.S. Cokroaminoto,regular
42030697,oneway,no,regular
42030697,surface,asphalt,regular
42084760,highway,tertiary,regular
42084772,highway,unclassified,regular
42084793,highway,residential,regular
42084796,highway,unclassified,regular
42084803,highway,unclassified,regular
42084808,highway,unclassified,regular
42084834,highway,unclassified,regular
42084857,highway,unclassified,regular
42084861,highway,unclassified,regular
42205082,highway,tertiary,regular
42205101,highway,residential,regular
42498834,highway,tertiary,regular
42498862,highway,tertiary,regular
42498862,is_in,Bali,regular
42498886,highway,tertiary,regular
42498886,is_in,Bali,regular
42705805,highway,path,regular
42705805,motorcycle,yes,regular
42705812,highway,path,regular
42705812,is_in,"North Bali,Bali,Indonesia",regular
42705812,motorcycle,yes,regular
42775578,natural,coastline,regular
42775580,natural,coastline,regular
42775582,natural,coastline,regular
42775582,source,PGS; Yahoo,regular
42775583,natural,coastline,regular
42775586,natural,coastline,regular
42775588,natural,coastline,regular
42775590,name,Pulau Bali,regular
42775590,natural,coastline,regular
42775591,natural,coastline,regular
42775592,natural,coastline,regular
42775593,natural,coastline,regular
42775594,natural,coastline,regular
42807892,highway,unclassified,regular
42807900,highway,residential,regular
42807900,name,Jalan Ceningan Sari,regular
42807929,highway,residential,regular
42807929,name,Jalan Tegal Wangi,regular
42807945,highway,residential,regular
42807956,highway,residential,regular
42807956,name,Jalan Tukad Yeh Biu,regular
42869218,highway,tertiary,regular
42869218,name,Jalan Kedondong,regular
42869218,oneway,yes,regular
42869219,highway,tertiary,regular
42869219,name,Jalan Rambutan,regular
42869219,oneway,yes,regular
42869221,highway,residential,regular
42869221,name,Jalan Durian,regular
42869221,oneway,yes,regular
42869239,highway,residential,regular
42869239,name,Jalan Ceroring,regular
43065553,highway,residential,regular
43065553,name,Jalan Gunung Lawu,regular
43065553,oneway,no,regular
43065565,highway,residential,regular
43065565,name,Jalan Gunung Krakatau 1,regular
43065565,oneway,no,regular
43065608,highway,residential,regular
43065608,name,Jalan Pulau Roon,regular
43065608,oneway,no,regular
43273633,highway,unclassified,regular
43274096,highway,unclassified,regular
43274238,highway,unclassified,regular
43274329,highway,unclassified,regular
43274679,highway,tertiary,regular
43274679,name,Jl. Banjar Tubuh,regular
43274788,highway,tertiary,regular
43274903,highway,unclassified,regular
43442741,name,Danau Tamblingan,regular
43442741,natural,water,regular
43767774,highway,tertiary,regular
43767802,highway,unclassified,regular
43767804,highway,residential,regular
43767807,highway,residential,regular
45495926,highway,residential,regular
45495926,name,Jalan Tukad Badung,regular
45495979,highway,residential,regular
45495979,name,Jalan Tukad Badung XVIII,regular
45495999,highway,tertiary,regular
45495999,name,Jalan Kerta Dalem,regular
45496024,highway,tertiary,regular
45496024,name,Jl. Tukad Petanu,regular
45496147,highway,unclassified,regular
45496147,name,Jalan Tukad Badung XX,regular
45902945,highway,residential,regular
45902945,name,Jl. Gunung Jayawijaya,regular
45902945,smoothness,good,regular
45902945,source,GPS,regular
45902945,surface,asphalt,regular
45902947,highway,tertiary,regular
45902947,source,GPS,regular
45902947,tracktype,grade3,regular
45902948,boat,no,regular
45902948,name,Ayung river,regular
45902948,source,GPS,regular
45902948,waterway,river,regular
45902949,bicycle,dismount,regular
45902949,highway,steps,regular
45902949,source,GPS,regular
46769468,highway,residential,regular
46769474,highway,residential,regular
46769474,surface,paved,regular
46769513,highway,residential,regular
46769535,highway,residential,regular
46769538,highway,tertiary,regular
46769586,highway,residential,regular
46769639,highway,unclassified,regular
46779805,highway,footway,regular
46779806,highway,footway,regular
46779807,highway,footway,regular
46779808,highway,footway,regular
46779809,highway,footway,regular
46779810,highway,footway,regular
46779811,amenity,biergarten,regular
46779812,highway,service,regular
46779812,service,parking_aisle,regular
46780601,highway,tertiary,regular
46785084,highway,residential,regular
46785084,surface,paved,regular
46785085,highway,residential,regular
46785085,name,Jalan Pantai Kedonganan,regular
46785085,surface,paved,regular
46785086,highway,residential,regular
46785086,name,Jl. Pantai Sari,regular
46785086,surface,paved,regular
46785087,access,yes,regular
46785087,highway,residential,regular
46785087,name,Jl. Batas Kauh,regular
46785087,surface,paved,regular
46785088,highway,residential,regular
46785088,name,Jl. Pemelisan,regular
46785088,oneway,yes,regular
46785088,surface,paved,regular
46788774,highway,tertiary,regular
46788774,name,Jalan Uluwatu,regular
46796769,highway,residential,regular
46796769,name,Jalan Batas Kangin,regular
46796769,surface,paved,regular
46837727,highway,residential,regular
46837727,name,Jalan Sokasati,regular
46837728,highway,residential,regular
46837728,name,Gang Rama,regular
46837732,highway,unclassified,regular
46837732,name,Jalan Pakisaji,regular
46837801,highway,unclassified,regular
46837801,name,Letda Kajeng,regular
46837809,highway,tertiary,regular
46837809,name,Pacar,regular
46837809,oneway,yes,regular
46837836,highway,tertiary,regular
46837836,name,Gadung,regular
46837836,oneway,yes,regular
46837848,highway,tertiary,regular
46837848,name,Jalan Plawa,regular
46837848,oneway,yes,regular
46837880,highway,secondary,regular
46837880,name,Raya Puputan,regular
46837880,oneway,yes,regular
46837894,highway,secondary,regular
46837894,name,Letda Tantular,regular
46837894,oneway,yes,regular
46837894,source,Ikan Bakar Cianjur website and local knowledge,regular
46837900,highway,secondary,regular
46837900,name,Muhammad Yamin,regular
46837900,oneway,yes,regular
46837900,source,Ikan Bakar Cianjur and local knowledge,regular
46837916,highway,secondary,regular
46837916,name,Jalan Diponegoro,regular
46837916,oneway,yes,regular
46838625,highway,tertiary,regular
46838625,name,Jalan Mertanadi,regular
46838625,source,Bing,regular
47087436,highway,residential,regular
47087436,is_in,"Kuta,South Bali,Bali,Indonesia",regular
47087436,width,2,regular
47087437,highway,residential,regular
47087437,is_in,"Kuta,South Bali,Bali,Indonesia",regular
47087437,name,Gang Bedugul,regular
47087437,width,2,regular
47370458,highway,residential,regular
47370458,name,Jalan Drupadi III,regular
47370458,source,Bing,regular
47371011,highway,unclassified,regular
47371035,highway,unclassified,regular
47371040,highway,unclassified,regular
47371047,highway,unclassified,regular
47371053,highway,unclassified,regular
47371290,postcode,80114,addr
47371290,highway,residential,regular
47371290,name,Satelit,regular
47371290,oneway,no,regular
47371291,highway,residential,regular
47371291,name,Pulau Bacan,regular
47371291,oneway,no,regular
47371309,highway,tertiary,regular
47371309,name,Jalan Pulau Nias,regular
47371309,oneway,no,regular
47371309,surface,asphalt,regular
47371433,highway,secondary,regular
47371433,name,Jalan Nangka,regular
47372018,highway,tertiary,regular
47372018,name,Jalan Serma Mendra,regular
47372018,oneway,no,regular
47372027,highway,tertiary,regular
47372027,name,Jalan Serma Made Pil,regular
47372046,highway,tertiary,regular
47372046,name,Jalan Serma Kawi,regular
47372046,oneway,yes,regular
47372075,highway,residential,regular
47372075,name,Jalan Serma Durna,regular
47372075,oneway,yes,regular
47372096,highway,residential,regular
47372096,name,Jalan Serma Made Oka,regular
47372096,oneway,yes,regular
47810349,highway,unclassified,regular
47811554,highway,tertiary,regular
47812025,highway,tertiary,regular
47812025,is_in,"North Bali,Bali,Indonesia",regular
47812220,highway,unclassified,regular
47812220,is_in,"North Bali,Bali,Indonesia",regular
47812310,highway,tertiary,regular
47812310,is_in,"North Bali,Bali,Indonesia",regular
47813938,highway,footway,regular
47813938,surface,grass,regular
47813947,highway,tertiary,regular
47813947,surface,asphalt,regular
47814218,highway,footway,regular
47814666,highway,unclassified,regular
47814740,highway,residential,regular
47814740,is_in,"North Bali,Bali,Indonesia",regular
47814999,highway,unclassified,regular
47814999,is_in,"North Bali,Bali,Indonesia",regular
47815117,highway,tertiary,regular
47818477,highway,primary,regular
47818596,highway,residential,regular
47994327,building,yes,regular
47994327,name,Hardy's,regular
47994327,shop,department_store,regular
47994628,highway,unclassified,regular
47994628,smoothness,good,regular
47994628,surface,asphalt,regular
47994701,highway,unclassified,regular
47994847,city,Denpasar,addr
47994847,street,Jalan Bypass Ngurah Rai,addr
47994847,building,yes,regular
47994847,name,Lottemart,regular
47994847,shop,supermarket,regular
48131953,access,no,regular
48131953,highway,service,regular
48131979,highway,unclassified,regular
48132053,natural,water,regular
50111870,highway,service,regular
50111870,is_in,"North Bali,Bali,Indonesia",regular
50111870,surface,mud,regular
50111907,highway,unclassified,regular
50111907,is_in,"North Bali,Bali,Indonesia",regular
50111926,highway,unclassified,regular
50111926,is_in,"North Bali,Bali,Indonesia",regular
50154440,highway,tertiary,regular
50154440,is_in,"North Bali,Bali,Indonesia",regular
50155935,highway,unclassified,regular
50157583,highway,tertiary,regular
50157583,surface,gravel,regular
50157608,highway,residential,regular
50157677,highway,tertiary,regular
50157677,is_in,"North Bali,Bali,Indonesia",regular
50157722,highway,unclassified,regular
50157722,is_in,"North Bali,Bali,Indonesia",regular
50448405,highway,tertiary,regular
50448405,is_in,Bali,regular
50448437,highway,tertiary,regular
50448437,is_in,Bali,regular
50448575,highway,tertiary,regular
50448575,is_in,Bali,regular
50448613,highway,tertiary,regular
50448613,is_in,Bali,regular
50448751,highway,tertiary,regular
50448751,is_in,Bali,regular
50448782,highway,tertiary,regular
50448782,is_in,"North Bali,Bali,Indonesia",regular
50449079,highway,unclassified,regular
50449079,is_in,"North Bali,Bali,Indonesia",regular
50449083,highway,unclassified,regular
50449083,is_in,"North Bali,Bali,Indonesia",regular
50449085,highway,unclassified,regular
50449085,is_in,Bali,regular
50449097,highway,unclassified,regular
50449097,is_in,Bali,regular
50449332,highway,unclassified,regular
50449332,is_in,"Bali; North Bali,Bali,Indonesia",regular
50449586,highway,unclassified,regular
50449586,is_in,Bali,regular
50449668,highway,unclassified,regular
50449668,is_in,Bali,regular
50449721,highway,track,regular
50449721,is_in,"North Bali,Bali,Indonesia",regular
50449721,surface,dirt,regular
50449774,highway,track,regular
50449774,is_in,"North Bali,Bali,Indonesia",regular
50449774,surface,dirt,regular
50459254,highway,tertiary,regular
50459254,is_in,Bali,regular
50460272,highway,tertiary,regular
50460272,is_in,Bali,regular
50460488,highway,tertiary,regular
50460488,is_in,Bali,regular
50460703,highway,unclassified,regular
50460703,is_in,Bali,regular
50460715,highway,unclassified,regular
50460715,is_in,Bali,regular
50514293,highway,unclassified,regular
50514293,name,Jalan Suka Merta,regular
50515040,highway,service,regular
50515040,source,GPS,regular
50515646,highway,tertiary,regular
50515646,name,Jalan Mertesari,regular
50515656,highway,unclassified,regular
50605259,highway,tertiary,regular
50605263,highway,tertiary,regular
50605269,leisure,pitch,regular
50605269,sport,soccer,regular
51149725,name,Tukad Panarukan,regular
51149725,waterway,river,regular
51154167,highway,tertiary,regular
51154167,is_in,"North Bali,Bali,Indonesia",regular
51155353,highway,unclassified,regular
51863344,highway,service,regular
51863344,lanes,2,regular
51863344,surface,paved,regular
52108324,highway,tertiary,regular
52108324,is_in,"North Bali,Bali,Indonesia",regular
52108338,highway,unclassified,regular
52108357,highway,track,regular
52108357,is_in,"North Bali,Bali,Indonesia",regular
52108357,surface,dirt,regular
52108436,highway,residential,regular
52108453,highway,secondary,regular
52108453,oneway,yes,regular
52108465,highway,secondary,regular
52108465,oneway,yes,regular
52108530,highway,residential,regular
55214613,highway,residential,regular
55214613,name,Jl. Pengembak,regular
55217317,access,private,regular
55217317,highway,residential,regular
55217320,highway,living_street,regular
55217321,highway,residential,regular
55217334,highway,residential,regular
55217341,highway,secondary,regular
55217341,name,Jl. Alas Arum,regular
55217341,oneway,yes,regular
55217341,source,GPS,regular
55217341,surface,paved,regular
55217344,highway,unclassified,regular
55217345,highway,secondary_link,regular
55217345,lanes,2,regular
55217345,name,Jalan Uluwatu 2,regular
55217345,oneway,yes,regular
55217345,surface,paved,regular
55217347,highway,secondary,regular
55217347,lanes,2,regular
55217347,oneway,yes,regular
55217347,surface,paved,regular
55217350,highway,residential,regular
55496972,highway,tertiary,regular
55496975,highway,residential,regular
55497027,highway,tertiary,regular
55497028,highway,tertiary,regular
55497039,highway,residential,regular
55497039,oneway,no,regular
55497072,highway,residential,regular
55497138,highway,tertiary,regular
55497214,highway,tertiary,regular
55789379,highway,tertiary,regular
55789379,name,Pulau Nusakambangan,regular
55789379,oneway,no,regular
59450257,highway,unclassified,regular
59450276,highway,path,regular
59450276,is_in,"North Bali,Bali,Indonesia",regular
59450276,surface,dirt,regular
59450495,highway,unclassified,regular
59450495,is_in,"North Bali,Bali,Indonesia",regular
59450516,highway,unclassified,regular
59450516,is_in,"North Bali,Bali,Indonesia",regular
59450517,highway,unclassified,regular
59450517,is_in,"North Bali,Bali,Indonesia",regular
59450551,highway,unclassified,regular
59450567,highway,unclassified,regular
59450581,highway,unclassified,regular
59450615,highway,unclassified,regular
59450615,is_in,"North Bali,Bali,Indonesia",regular
59450713,highway,unclassified,regular
59450713,is_in,Bali,regular
59450744,highway,unclassified,regular
59450744,is_in,"North Bali,Bali,Indonesia",regular
59450747,highway,unclassified,regular
59450747,is_in,"North Bali,Bali,Indonesia",regular
59450761,highway,unclassified,regular
59450761,is_in,Bali,regular
59450791,highway,unclassified,regular
59450791,is_in,"North Bali,Bali,Indonesia",regular
59450795,highway,unclassified,regular
59450795,is_in,"North Bali,Bali,Indonesia",regular
59450805,highway,residential,regular
59450805,is_in,"North Bali,Bali,Indonesia",regular
59450816,highway,tertiary,regular
59450816,name,Jalan Anyelir,regular
59450820,highway,unclassified,regular
59450824,highway,residential,regular
59451368,highway,residential,regular
59452055,highway,unclassified,regular
59452055,name,Jalan Danau Beratan XI/2,regular
59452068,highway,unclassified,regular
59452068,name,Jalan Danau Beratan XI,regular
59528669,highway,residential,regular
59528669,is_in,"Kuta,South Bali,Bali,Indonesia",regular
59528672,highway,residential,regular
59528673,highway,residential,regular
59528674,highway,residential,regular
59528674,is_in,"Kuta,South Bali,Bali,Indonesia",regular
59528675,highway,residential,regular
59528675,name,Gang Mangga,regular
59528676,highway,service,regular
59528677,highway,residential,regular
59528677,is_in,"Kuta,South Bali,Bali,Indonesia",regular
59528677,oneway,-1,regular
59528678,highway,residential,regular
59528679,highway,residential,regular
59528679,is_in,"Kuta,South Bali,Bali,Indonesia",regular
59528680,highway,residential,regular
59528680,is_in,"Kuta,South Bali,Bali,Indonesia",regular
59528682,highway,residential,regular
59528682,is_in,"Kuta,South Bali,Bali,Indonesia",regular
59528683,highway,residential,regular
59528683,name,Jalan Benesari,regular
59528683,surface,paving_stones,regular
59528685,highway,residential,regular
59528685,is_in,"Kuta,South Bali,Bali,Indonesia",regular
59528685,name,Gang Sorga,regular
59528685,oneway,yes,regular
59528686,access,permissive,regular
59528686,highway,service,regular
59528686,name,Jalan Hard Rock Hotel,regular
59528687,highway,residential,regular
59528687,is_in,"Kuta,South Bali,Bali,Indonesia",regular
60170687,boat,no,regular
60170687,waterway,river,regular
60579745,highway,unclassified,regular
60579745,source,GPS,regular
60588050,highway,secondary,regular
60588050,lanes,2,regular
60588050,name,Jalan Raya Legian,regular
60588050,oneway,yes,regular
60588054,highway,unclassified,regular
61042485,highway,unclassified,regular
61042485,name,Jalan Pura Bagus,regular
62306550,highway,tertiary,regular
62306550,name,"Jl, Gelogor Carik",regular
62306550,source,GPS,regular
62306852,highway,unclassified,regular
62306927,highway,residential,regular
62306927,name,Jalan Padma Utara,regular
62306927,note,Two way for motor cycles/Dua cara untuk sepeda motor,regular
62306927,oneway,yes,regular
62306927,source,GPS,regular
62307164,highway,tertiary,regular
62307354,highway,residential,regular
62307362,highway,unclassified,regular
62310702,highway,path,regular
62310702,is_in,"Munduk,Bali,Indonesia",regular
62310702,surface,dirt,regular
62310932,highway,tertiary,regular
62310932,is_in,Bali,regular
62311024,highway,service,regular
62311175,access,private,regular
62311175,highway,path,regular
62311175,surface,paving_stones,regular
62311189,highway,tertiary,regular
64181719,highway,tertiary,regular
64777215,highway,residential,regular
64777215,name,Alley,regular
64777242,highway,residential,regular
64777242,name,Gang Taman Sari,regular
64780031,highway,tertiary,regular
64780031,oneway,yes,regular
64780031,source,GPS,regular
64780635,highway,secondary,regular
64780635,oneway,yes,regular
66830386,highway,residential,regular
66830388,highway,residential,regular
66830390,highway,path,regular
66830392,highway,residential,regular
66830394,highway,track,regular
66830397,highway,residential,regular
66830400,highway,residential,regular
66830401,highway,residential,regular
66830404,highway,residential,regular
66830407,highway,residential,regular
67145097,highway,residential,regular
67145097,name,Gang Kingkong,regular
67145097,source,GPS,regular
67524192,highway,path,regular
67524193,highway,residential,regular
67524194,highway,residential,regular
67524196,highway,service,regular
67524197,highway,service,regular
67524202,highway,service,regular
67524202,source,GPS,regular
67524204,highway,residential,regular
67524204,name,Jl Duyung,regular
67524204,oneway,no,regular
67524207,highway,tertiary,regular
67524210,foot,yes,regular
67524210,highway,footway,regular
67524212,bicycle,yes,regular
67524212,foot,yes,regular
67524212,highway,unclassified,regular
67524212,name,Jalan Majapahit,regular
67524212,oneway,yes,regular
67524212,source,Bing,regular
67524214,bicycle,yes,regular
67524214,foot,yes,regular
67524214,highway,path,regular
67524218,highway,unclassified,regular
67524218,name,Jalan Bayu Brata,regular
67524222,highway,residential,regular
67524223,highway,footway,regular
67524224,highway,tertiary,regular
67524224,lanes,2,regular
67524224,name,Jalan Raya Pelabuhan Benoa,regular
67524224,oneway,yes,regular
67524225,highway,tertiary,regular
67524227,highway,service,regular
67524229,highway,footway,regular
68360840,building,yes,regular
68360840,name,Reception,regular
68360843,highway,footway,regular
68360845,building,yes,regular
68360845,name,Beach Club Restaurant,regular
68360849,highway,footway,regular
68360851,building,yes,regular
68360851,name,Bungalow Room,regular
68360856,building,yes,regular
68360856,name,Bungalow Room,regular
68360857,highway,footway,regular
68360861,building,yes,regular
68360861,name,Beach Lounge,regular
68360864,building,yes,regular
68360864,name,Bungalow Room,regular
68360867,building,yes,regular
68360867,name,Garden Wing Room,regular
68360869,building,yes,regular
68360869,name,Santrian Club Room,regular
68360871,building,yes,regular
68360871,name,Beach Wing Room,regular
68360875,highway,footway,regular
68360877,highway,footway,regular
68360878,highway,footway,regular
68360882,building,yes,regular
68360882,name,Beach Wing Room,regular
68360885,building,yes,regular
68360885,name,Bungalow Room,regular
68360887,highway,footway,regular
68360890,leisure,pitch,regular
68360890,sport,tennis,regular
68360893,building,yes,regular
68360893,name,Bungalow Room,regular
68360895,building,yes,regular
68360897,leisure,swimming_pool,regular
68360897,name,Tirta Pool,regular
68360899,building,yes,regular
68360899,name,Bungalow Room,regular
68360901,highway,footway,regular
68360903,building,yes,regular
68360903,name,Santrian Club Room,regular
68360908,amenity,restaurant,regular
68360908,building,yes,regular
68360908,name,Mezzanine,regular
68360910,highway,footway,regular
68360912,leisure,swimming_pool,regular
68360912,name,Santrian Club Pool,regular
68360915,building,yes,regular
68360917,building,yes,regular
68360917,name,Spa,regular
68360922,highway,footway,regular
68360923,leisure,swimming_pool,regular
68360923,name,Santrian Beach Pool,regular
68360927,building,yes,regular
68360927,name,Santrian Club Lounge,regular
68360929,building,yes,regular
68360929,name,Garden Wing Room,regular
68360934,building,yes,regular
68360934,name,Lobby Lounge,regular
68360935,building,yes,regular
68360935,name,Beach Wing Room,regular
68360937,building,yes,regular
68360937,name,Santrian Club Room,regular
68360944,natural,beach,regular
68360949,highway,footway,regular
68403616,highway,tertiary,regular
68403616,is_in,"North Bali,Bali,Indonesia",regular
69069359,highway,unclassified,regular
69069372,highway,residential,regular
69069383,highway,residential,regular
69069389,highway,residential,regular
69069398,highway,service,regular
69069398,oneway,yes,regular
69069398,service,driveway,regular
69069398,source,GPS,regular
69069403,highway,unclassified,regular
69069410,highway,unclassified,regular
69069415,highway,unclassified,regular
69069426,highway,unclassified,regular
69069447,highway,service,regular
69069447,oneway,-1,regular
69069463,highway,residential,regular
69069463,name,Jl. Pratama,regular
69069468,highway,residential,regular
69072869,highway,unclassified,regular
69072871,highway,unclassified,regular
69072872,highway,unclassified,regular
69072873,highway,unclassified,regular
69072874,highway,unclassified,regular
69072875,highway,unclassified,regular
69072876,highway,unclassified,regular
69072877,highway,unclassified,regular
69072878,highway,unclassified,regular
69072879,highway,unclassified,regular
69072880,highway,unclassified,regular
69072881,highway,unclassified,regular
69072882,highway,residential,regular
69076195,highway,unclassified,regular
69076206,highway,unclassified,regular
69076212,highway,unclassified,regular
69076216,highway,unclassified,regular
69076216,name,Jalan Sumangka,regular
69076219,highway,unclassified,regular
69076224,highway,unclassified,regular
69076226,highway,unclassified,regular
69076228,highway,unclassified,regular
69076230,highway,unclassified,regular
69076233,highway,unclassified,regular
69076242,highway,unclassified,regular
69076249,highway,unclassified,regular
69076255,highway,unclassified,regular
69076280,highway,unclassified,regular
69077437,highway,unclassified,regular
69077438,highway,unclassified,regular
69077439,highway,unclassified,regular
69077440,highway,unclassified,regular
69077441,highway,unclassified,regular
69077442,highway,unclassified,regular
69077443,highway,unclassified,regular
69136954,bicycle,yes,regular
69136954,foot,yes,regular
69136954,highway,footway,regular
69136954,horse,no,regular
69136954,surface,paved,regular
69145125,highway,track,regular
69145125,surface,gravel,regular
69145127,highway,track,regular
69145127,surface,gravel,regular
69145143,highway,unclassified,regular
69145160,highway,track,regular
69145160,surface,dirt,regular
69145193,highway,track,regular
69145193,surface,gravel,regular
69145203,highway,track,regular
69145203,surface,gravel,regular
69145212,highway,residential,regular
69145214,highway,residential,regular
69145217,highway,residential,regular
69145230,highway,residential,regular
69145233,highway,residential,regular
69145236,highway,unclassified,regular
69145237,highway,residential,regular
69145238,highway,residential,regular
69145245,highway,residential,regular
69145246,highway,unclassified,regular
69145252,highway,unclassified,regular
69145339,highway,unclassified,regular
69145613,highway,unclassified,regular
69145614,highway,unclassified,regular
69146782,highway,path,regular
69146783,highway,path,regular
69146783,is_in,"North Bali,Bali,Indonesia",regular
69146785,highway,track,regular
69146785,is_in,"North Bali,Bali,Indonesia",regular
